waveform	ACC1_X	ACC1_Y	ACC2_X
t0	12/22/2016  16:29:28.870620	12/22/2016  16:29:28.870641	12/22/2016  16:29:28.870662
delta t	0.010000	0.010000	0.010000

time	ACC1_X	ACC1_Y	ACC2_X
12/22/2016  16:29:30.550620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.560620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:30.570620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.580620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.590620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.600620	1.640469E+0	1.294138E+0	1.589523E+0
12/22/2016  16:29:30.610620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.620620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:30.630620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.640620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:30.650620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.660620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.670620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.680620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.690620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.700620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.710620	1.640469E+0	1.294138E+0	1.589523E+0
12/22/2016  16:29:30.720620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.730620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.740620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.750620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.760620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.770620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.780620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.790620	1.640469E+0	1.304330E+0	1.579332E+0
